room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6200254,7786332,Entire home/apt,WEST,ROSSCARROCK,11,5,4,2,45,2,51.04658,-114.151906,18:50.0
5579600,28927285,Entire home/apt,CENTRE,CHINATOWN,12,5,3,0,64,5,51.049994,-114.061368,18:49.4
4512254,23396768,Entire home/apt,NORTH,EVANSTON,21,4.5,16,4,144,1,51.164146,-114.120372,18:44.4
12251681,65957267,Entire home/apt,CENTRE,RENFREW,1,,4,2,100,1,51.059397,-114.05235,18:41.0
2419294,12365039,Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,2,1,96,2,51.035787,-114.072102,18:29.8
13716094,35789645,Private room,CENTRE,SOUTH CALGARY,0,,1,1,49,1,51.029365,-114.103307,18:23.9
7619611,39963920,Entire home/apt,NORTHWEST,EDGEMONT,23,4,7,2,60,1,51.122182,-114.159247,18:04.5
5920579,22223250,Entire home/apt,NORTHWEST,VARSITY,9,5,3,1,102,3,51.084598,-114.128633,17:54.9
2245123,11467460,Private room,CENTRE,KILLARNEY/GLENGARRY,25,5,2,1,31,2,51.036019,-114.136975,17:51.9
5065018,9509655,Entire home/apt,CENTRE,MOUNT PLEASANT,0,,5,2,121,3,51.071637,-114.069292,17:43.9
13725608,80252145,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,2,,4,1,72,1,51.055715,-114.03697,17:41.8
10054388,50537072,Entire home/apt,NORTHWEST,MONTGOMERY,53,5,5,2,64,,51.075746,-114.159075,17:35.1
4611594,23893215,Entire home/apt,CENTRE,CRESCENT HEIGHTS,1,,4,1,153,2,51.052322,-114.056511,17:34.6
13940728,80927105,Private room,CENTRE,TUXEDO PARK,0,,2,1,44,2,51.074474,-114.062139,16:59.1
14587638,90445117,Entire home/apt,CENTRE,WEST HILLHURST,0,,16,7,478,2,51.057976,-114.108455,16:58.8
1818725,2060315,Entire home/apt,CENTRE,SUNALTA,58,4.5,2,1,52,3,51.042484,-114.102408,16:32.7
6901019,36163000,Entire home/apt,CENTRE,SHAGANAPPI,18,5,4,2,79,3,51.038753,-114.129929,16:28.5
13044019,26167849,Private room,NORTHEAST,MAYLAND HEIGHTS,7,4.5,1,1,27,1,51.061356,-114.005883,15:24.7
12294013,27612232,Entire home/apt,CENTRE,CAPITOL HILL,0,,5,2,159,5,51.072171,-114.09209,15:18.9
51824,238951,Entire home/apt,CENTRE,CRESCENT HEIGHTS,6,5,2,1,68,7,51.05437,-114.058348,15:15.6
12885132,70512083,Private room,CENTRE,BELTLINE,5,5,1,1,53,1,51.039132,-114.081303,15:08.1
13112512,34565753,Entire home/apt,WEST,ASPEN WOODS,5,4.5,10,4,273,3,51.038827,-114.188801,14:59.4
14555037,67123803,Entire home/apt,CENTRE,BELTLINE,0,,4,2,80,3,51.042733,-114.087406,14:52.9
2207957,1875899,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,119,4.5,6,2,79,,51.049063,-114.057108,14:46.3
14571758,90281221,Entire home/apt,NORTH,NOLAN HILL,0,,4,1,61,1,51.172537,-114.165776,14:24.3
8568844,23166835,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,34,5,4,1,87,2,51.047543,-114.059735,14:21.5
13511070,58669374,Entire home/apt,NORTHWEST,ROCKY RIDGE,4,5,15,6,220,2,51.138345,-114.241875,14:13.1
9001887,47013020,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,200,7,51.044299,-114.062689,14:06.7
9789892,50457829,Entire home/apt,SOUTHEAST,RIVERBEND,2,,8,2,33,1,50.981553,-114.018058,13:37.9
6937797,459529,Entire home/apt,CENTRE,BELTLINE,2,,2,1,80,10,51.040205,-114.075625,13:30.2
11095739,22722712,Private room,NORTHEAST,MARLBOROUGH PARK,31,5,2,1,20,2,51.05676,-113.938567,13:28.2
2467609,8300376,Entire home/apt,CENTRE,SUNNYSIDE,19,5,3,1,108,2,51.057134,-114.079982,12:30.7
6933649,9036781,Entire home/apt,WEST,GLENBROOK,4,4,8,3,160,1,51.028705,-114.160292,12:10.1
13435716,76651696,Entire home/apt,CENTRE,BELTLINE,0,,4,2,176,7,51.038304,-114.064577,12:02.0
13280330,51626879,Private room,EAST,DOVER,4,5,2,1,30,1,51.029426,-113.973506,11:23.8
10815312,5386182,Entire home/apt,CENTRE,HILLHURST,10,4,2,1,54,1,51.050553,-114.096827,11:23.7
10637248,48085502,Private room,CENTRE,BELTLINE,3,4.5,2,1,72,1,51.03973,-114.06095,11:18.6
1609624,7463897,Private room,SOUTH,SUNDANCE,9,5,1,1,40,1,50.894274,-114.036905,11:11.7
4235259,12365039,Entire home/apt,CENTRE,BELTLINE,3,3.5,4,2,135,2,51.038998,-114.06112,11:02.0
7338082,2365687,Private room,WEST,GARRISON GREEN,0,,2,1,60,1,51.002016,-114.129557,10:56.6
13865352,21942947,Entire home/apt,CENTRE,RICHMOND,3,5,2,1,79,2,51.03726,-114.121129,10:44.4
14505430,14474789,Entire home/apt,NORTHWEST,MONTGOMERY,0,,4,2,80,2,51.078546,-114.161099,10:42.6
10034377,12365039,Entire home/apt,CENTRE,BELTLINE,4,4,2,1,111,2,51.039314,-114.061269,09:35.9
14025882,9795851,Private room,CENTRE,BELTLINE,0,,2,1,96,1,51.03803,-114.071713,09:18.3
9258823,48099511,Private room,EAST,FOREST LAWN,0,,2,1,71,2,51.038293,-113.974329,09:15.1
2339958,6406089,Private room,NORTH,THORNCLIFFE,2,,2,1,32,1,51.108915,-114.067961,09:08.3
13745312,42405645,Entire home/apt,CENTRE,GARRISON WOODS,1,,6,3,155,2,51.01859,-114.114364,08:42.8
10474453,53980465,Entire home/apt,CENTRE,ROXBORO,4,4.5,2,0,88,1,51.025745,-114.070083,08:33.0
13684987,37441445,Entire home/apt,NORTHWEST,COLLINGWOOD,2,,2,1,60,2,51.087519,-114.109105,08:26.4
7663817,40206324,Entire home/apt,CENTRE,DOWNTOWN WEST END,0,,2,1,95,2,51.048482,-114.087678,08:07.0
9326521,48406214,Private room,CENTRE,BELTLINE,38,5,2,1,43,1,51.041512,-114.087987,08:04.4
6777251,24463400,Entire home/apt,CENTRE,BELTLINE,7,5,5,2,119,3,51.039013,-114.070725,08:00.8
4235194,12365039,Entire home/apt,WEST,ROSSCARROCK,3,4,4,2,119,2,51.039088,-114.142664,07:57.8
11062783,57417965,Entire home/apt,NORTHWEST,SCENIC ACRES,20,5,6,3,143,5,51.123232,-114.21344,07:48.2
10281859,44130400,Entire home/apt,WEST,SIGNAL HILL,18,5,6,3,44,1,51.017871,-114.180453,07:45.5
6823840,35571877,Entire home/apt,CENTRE,SCARBORO,0,,2,1,136,1,51.038444,-114.105496,07:44.6
8115639,39392894,Entire home/apt,CENTRE,MOUNT PLEASANT,18,5,4,2,76,2,51.071262,-114.071332,07:37.8
13126364,2973761,Entire home/apt,CENTRE,CAPITOL HILL,11,4.5,4,2,78,1,51.068943,-114.092395,07:13.2
9495732,44967066,Private room,CENTRE,BELTLINE,4,5,2,1,60,10,51.038587,-114.059952,06:50.7
6325139,12365039,Entire home/apt,CENTRE,BELTLINE,0,,4,2,111,2,51.037524,-114.060993,06:44.9
7129686,37342929,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,2,,4,2,200,1,51.049734,-114.081009,06:42.9
4572176,10621846,Entire home/apt,CENTRE,BELTLINE,25,5,2,1,39,3,51.04013,-114.07025,06:40.6
7622010,39980815,Entire home/apt,NORTHWEST,EDGEMONT,0,,6,5,71,1,51.120218,-114.155382,06:37.5
4796939,11350500,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,25,4.5,2,1,89,5,51.048898,-114.081958,06:30.1
7681453,34320309,Entire home/apt,CENTRE,BANFF TRAIL,24,4.5,2,1,32,2,51.073055,-114.107026,06:21.2
302956,563111,Entire home/apt,SOUTHEAST,RIVERBEND,94,4.5,6,2,70,1,50.970316,-114.00842,06:10.4
9664380,48099511,Private room,EAST,FOREST LAWN,0,,2,1,71,1,51.038935,-113.972155,05:20.1
13374782,75968552,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,5,5,4,2,119,3,51.05,-114.081174,05:16.3
8533454,42343570,Private room,CENTRE,CRESCENT HEIGHTS,62,4.5,2,1,28,1,51.064049,-114.056555,05:12.4
8069366,12668950,Entire home/apt,CENTRE,CRESCENT HEIGHTS,13,5,6,2,84,,51.058272,-114.06318,05:08.7
10355789,48290596,Entire home/apt,CENTRE,BANKVIEW,23,4,2,1,40,2,51.036888,-114.103551,04:26.8
13053644,22007868,Entire home/apt,CENTRE,WEST HILLHURST,13,4.5,8,3,240,1,51.054028,-114.126388,03:40.0
7798149,40991013,Private room,WEST,SIGNAL HILL,0,,2,1,68,2,51.012108,-114.178076,02:47.8
11673618,61983456,Private room,CENTRE,CRESCENT HEIGHTS,10,5,2,1,46,2,51.050877,-114.054078,02:34.6
7282038,38132753,Entire home/apt,WEST,DISCOVERY RIDGE,4,5,3,1,88,2,51.013344,-114.213526,02:26.5
13452690,1246959,Private room,CENTRE,INGLEWOOD,4,5,2,1,36,1,51.031541,-114.0212,02:23.6
13283399,33529826,Entire home/apt,CENTRE,SUNALTA,2,,4,2,240,2,51.044272,-114.096432,02:13.9
12321453,48814405,Entire home/apt,CENTRE,CRESCENT HEIGHTS,4,4.5,3,2,79,4,51.054051,-114.056988,02:02.7
8868484,46393459,Entire home/apt,CENTRE,BELTLINE,0,,4,2,200,1,51.038905,-114.059742,01:44.5
1323645,7099331,Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,16,5,2,1,33,2,51.044633,-113.994124,00:35.8
4037434,20932466,Entire home/apt,CENTRE,INGLEWOOD,17,4.5,4,2,112,2,51.033614,-114.018152,00:33.6
12134620,3169489,Entire home/apt,CENTRE,SCARBORO,29,4.5,4,1,63,1,51.042255,-114.107049,00:19.4
2419301,12365039,Entire home/apt,CENTRE,BELTLINE,18,4.5,2,1,88,2,51.039457,-114.073539,00:16.1
10036255,6064135,Entire home/apt,CENTRE,BELTLINE,9,5,4,2,69,3,51.041741,-114.091464,59:41.4
13698441,78310619,Entire home/apt,SOUTH,KINGSLAND,8,4.5,2,1,57,,50.993473,-114.083141,59:19.5
3273025,16015979,Entire home/apt,CENTRE,CLIFF BUNGALOW,15,4.5,2,1,36,1,51.034439,-114.071543,59:04.9
9094236,446925,Entire home/apt,CENTRE,CRESCENT HEIGHTS,2,,4,2,121,2,51.066872,-114.059735,58:57.3
13923382,15243552,Private room,SOUTH,WOODBINE,0,,2,1,53,,50.94814,-114.127632,57:46.7
2389387,9931937,Entire home/apt,CENTRE,BELTLINE,19,5,3,1,68,3,51.042382,-114.085517,56:24.7
5278396,27323752,Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,2,1,136,4,51.056008,-114.053842,56:13.9
13065458,4366808,Entire home/apt,CENTRE,INGLEWOOD,12,5,2,1,79,1,51.038994,-114.016728,55:39.5
11642342,61730997,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,16,4.5,2,1,89,1,51.045631,-114.050411,55:27.2
1733458,8175696,Private room,CENTRE,HIGHLAND PARK,3,2.5,1,1,33,1,51.081806,-114.062773,55:24.5
8007435,42276548,Entire home/apt,CENTRE,BELTLINE,29,5,2,1,78,2,51.039813,-114.080158,55:21.1
14201593,49370547,Private room,CENTRE,KILLARNEY/GLENGARRY,0,,4,1,62,1,51.03362,-114.134957,53:57.9
8762282,45948635,Entire home/apt,EAST,PENBROOKE MEADOWS,0,,1,1,40,7,51.048841,-113.941278,52:44.4
7540841,7139316,Entire home/apt,SOUTHEAST,OGDEN,3,5,8,3,137,2,50.989803,-114.020193,52:14.7
13698618,79885510,Entire home/apt,CENTRE,GARRISON WOODS,3,5,6,3,280,1,51.021326,-114.115269,52:07.9
12010722,40076871,Private room,CENTRE,KILLARNEY/GLENGARRY,9,5,2,1,36,1,51.033051,-114.137734,51:47.0
4693077,10525059,Private room,CENTRE,CRESCENT HEIGHTS,9,5,2,1,33,,51.053197,-114.053292,51:41.3
5942486,30849794,Entire home/apt,WEST,COUGAR RIDGE,3,5,3,1,96,1,51.073213,-114.216336,51:01.9
7598970,25443312,Entire home/apt,WEST,COACH HILL,4,5,4,2,88,1,51.058329,-114.179131,49:42.8
13241168,73686595,Private room,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,61,2,51.046785,-114.060016,49:13.8
7464056,37820837,Private room,NORTH,EVANSTON,0,,2,1,30,1,51.180141,-114.119523,49:10.9
13453518,33608938,Entire home/apt,CENTRE,RENFREW,15,4.5,6,3,89,1,51.060315,-114.054693,49:07.2
8339749,43548063,Private room,NORTHWEST,UNIVERSITY HEIGHTS,10,5,1,1,35,2,51.06915,-114.13407,48:59.4
11343098,5310459,Entire home/apt,CENTRE,MISSION,4,4.5,4,1,71,2,51.035843,-114.070099,48:53.7
12834505,70060481,Private room,SOUTH,DEER RUN,6,5,2,1,38,1,50.9207,-113.997314,48:46.6
5858962,28413707,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,3,4.5,4,2,121,4,51.04991,-114.076688,48:22.6
12846545,38028520,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,11,5,4,1,76,2,51.047491,-114.047854,47:29.0
13565490,56431559,Entire home/apt,CENTRE,MISSION,0,,2,1,100,4,51.031503,-114.070499,46:56.3
13991786,32308438,Entire home/apt,SOUTHEAST,RIVERBEND,0,,8,3,87,7,50.975148,-114.012749,46:43.3
13605344,24641496,Private room,CENTRE,POINT MCKAY,4,5,1,1,34,1,51.060646,-114.146471,46:03.4
10925183,51781747,Entire home/apt,CENTRE,WEST HILLHURST,1,,10,4,401,7,51.051066,-114.109988,45:58.6
1063493,5853939,Entire home/apt,CENTRE,INGLEWOOD,6,4.5,2,1,80,3,51.042475,-114.034294,45:51.4
13884602,82198916,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,8,2,239,1,51.052313,-114.046356,45:37.6
1781223,9330852,Private room,NORTH,HUNTINGTON HILLS,0,,2,1,68,1,51.114317,-114.081401,45:33.9
14564931,90217882,Entire home/apt,SOUTHEAST,NEW BRIGHTON,0,,4,0,136,1,50.918462,-113.93974,45:00.3
13844352,20163067,Entire home/apt,CENTRE,BELTLINE,1,,3,1,77,2,51.043564,-114.064675,44:42.8
12495731,36886286,Entire home/apt,CENTRE,HILLHURST,10,4.5,4,2,103,3,51.051963,-114.093153,44:39.7
13621467,78898491,Entire home/apt,CENTRE,RAMSAY,1,,4,3,200,1,51.039579,-114.043739,43:28.2
14449576,88992593,Entire home/apt,CENTRE,BANKVIEW,0,,3,1,64,2,51.03313,-114.09973,43:24.5
9471881,24748001,Entire home/apt,NORTHWEST,ROYAL OAK,37,5,3,1,40,1,51.14004,-114.232434,43:18.3
12367930,66823242,Private room,CENTRE,RENFREW,11,5,2,1,40,1,51.06214,-114.034431,41:48.2
12680553,68905067,Entire home/apt,WEST,PATTERSON,1,,2,1,119,2,51.055762,-114.166762,39:41.0
12856780,16864660,Entire home/apt,CENTRE,SUNNYSIDE,10,5,3,1,68,3,51.053854,-114.081763,37:23.7
8867104,35004071,Private room,CENTRE,CAPITOL HILL,7,3.5,1,1,24,1,51.069388,-114.102019,36:22.0
12246343,33608938,Entire home/apt,CENTRE,CRESCENT HEIGHTS,15,4,6,2,83,1,51.059099,-114.056179,36:05.5
13362784,56421547,Entire home/apt,NORTHWEST,CITADEL,1,,3,1,56,3,51.149151,-114.185916,35:35.0
14111426,47358495,Private room,SOUTH,OAKRIDGE,0,,2,1,39,2,50.964731,-114.126395,35:32.1
1567252,8336722,Private room,NORTHWEST,SILVER SPRINGS,82,5,2,1,39,1,51.10661,-114.197455,34:31.4
14606637,90636830,Entire home/apt,NORTHWEST,TUSCANY,0,,5,3,102,2,51.120692,-114.250159,34:17.0
1893056,9839278,Entire home/apt,NORTHWEST,VARSITY,26,5,2,1,85,4,51.087584,-114.157735,31:33.9
12963439,16779428,Entire home/apt,CENTRE,SUNALTA,0,,3,1,60,7,51.040137,-114.099123,31:30.2
13504671,18760796,Private room,EAST,ERIN WOODS,12,4,5,1,34,1,51.024285,-113.964697,31:14.9
6528688,34146755,Entire home/apt,CENTRE,BELTLINE,1,,2,1,219,2,51.040148,-114.063852,31:00.1
12436973,67284054,Entire home/apt,CENTRE,BELTLINE,12,4.5,2,1,61,2,51.041965,-114.091357,30:40.8
12607760,68429373,Entire home/apt,NORTHWEST,ROCKY RIDGE,8,5,5,2,64,2,51.139772,-114.243756,29:58.5
5992239,31114021,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,3,5,4,2,68,3,51.049981,-114.048529,29:55.8
8487270,23432075,Private room,CENTRE,BANFF TRAIL,39,4,3,1,46,1,51.076166,-114.117265,29:12.1
6866235,35979215,Private room,CENTRE,BELTLINE,7,5,1,1,56,1,51.040848,-114.079691,29:06.8
10412524,28622419,Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,6,5,8,4,240,2,51.035551,-114.129126,28:06.6
13709223,51626879,Entire home/apt,EAST,DOVER,0,,3,1,44,1,51.029761,-113.97132,27:04.4
14072338,84533199,Private room,WEST,COACH HILL,5,4.5,2,1,28,1,51.061613,-114.185477,26:57.2
4127455,12365039,Entire home/apt,CENTRE,DOWNTOWN WEST END,3,3.5,2,1,108,2,51.049215,-114.087594,26:24.1
14021698,83788778,Entire home/apt,CENTRE,BELTLINE,0,,2,2,68,1,51.041446,-114.065747,26:00.1
2396591,12115056,Private room,CENTRE,RIDEAU PARK,23,4.5,3,1,50,3,51.023722,-114.075378,25:53.7
12968453,71325028,Entire home/apt,NORTH,PANORAMA HILLS,8,4.5,10,4,199,3,51.169033,-114.076226,25:47.1
10655237,54123335,Entire home/apt,CENTRE,BELTLINE,2,,5,2,200,3,51.037894,-114.059357,25:39.4
7035719,923623,Entire home/apt,CENTRE,BELTLINE,1,,4,1,104,7,51.040319,-114.059494,25:34.7
11851020,63161270,Entire home/apt,CENTRE,BANKVIEW,29,5,2,1,60,2,51.035586,-114.100253,25:32.2
12609069,53221101,Entire home/apt,CENTRE,CAPITOL HILL,1,,4,1,48,2,51.069286,-114.084967,25:26.2
12734714,35399870,Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,4,4,6,3,240,2,51.035851,-114.133755,25:22.6
2326255,3169799,Private room,CENTRE,BANFF TRAIL,3,3,1,1,32,1,51.067653,-114.108218,25:19.4
7660646,40206324,Entire home/apt,CENTRE,DOWNTOWN WEST END,0,,2,1,103,2,51.049158,-114.08736,24:40.2
12054656,311376,Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,4,2,160,7,51.05713,-114.058751,24:32.5
10547979,41413042,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,4,3,220,2,51.048319,-114.071814,24:29.7
8355475,247620,Entire home/apt,CENTRE,SUNALTA,30,5,3,1,54,2,51.044589,-114.10723,24:27.1
5395107,27715982,Entire home/apt,CENTRE,SUNNYSIDE,34,5,4,1,61,3,51.05616,-114.083006,24:23.9
8650869,10745676,Entire home/apt,CENTRE,RENFREW,0,,4,2,80,1,51.059822,-114.03841,22:58.9
9867184,143547,Entire home/apt,NORTHEAST,WHITEHORN,0,,4,2,40,1,51.093675,-113.969328,21:43.7
5616002,15693703,Entire home/apt,CENTRE,ST. ANDREWS HEIGHTS,12,5,6,3,319,4,51.06108,-114.130114,20:14.3
13274670,74806205,Entire home/apt,CENTRE,BELTLINE,0,,4,1,87,,51.04418,-114.082691,19:52.3
13991819,481807,Entire home/apt,SOUTH,BRIDLEWOOD,3,5,2,1,68,2,50.904149,-114.108939,19:17.4
2216877,3730464,Private room,CENTRE,PARKDALE,16,4.5,2,1,28,7,51.058244,-114.133098,17:30.5
10636356,9534122,Entire home/apt,SOUTH,SUNDANCE,6,5,10,4,118,4,50.89769,-114.03972,16:57.4
5163293,26705345,Private room,WEST,GLENDALE,6,5,2,1,39,2,51.033361,-114.154325,16:53.9
13425299,67363603,Private room,NORTHWEST,CHARLESWOOD,0,,2,1,36,1,51.085515,-114.119605,16:50.4
261873,1373839,Entire home/apt,CENTRE,RENFREW,290,5,4,1,56,1,51.053438,-114.028371,15:52.4
10852652,56207429,Private room,SOUTHEAST,NEW BRIGHTON,0,,2,1,32,1,50.914503,-113.945952,14:55.8
9434532,7635038,Entire home/apt,CENTRE,DOWNTOWN WEST END,0,,3,1,63,7,51.045634,-114.086779,14:16.1
13027082,30756866,Entire home/apt,NORTHWEST,ARBOUR LAKE,0,,4,2,144,2,51.126188,-114.207942,13:52.2
12651909,67109749,Shared room,NORTHWEST,CITADEL,0,,1,1,31,1,51.147579,-114.1882,10:18.3
11624704,61573941,Entire home/apt,CENTRE,LOWER MOUNT ROYAL,6,4.5,2,1,72,3,51.036246,-114.087408,09:32.5
13277045,73095887,Entire home/apt,CENTRE,SUNNYSIDE,3,5,3,1,79,1,51.054582,-114.07812,09:30.3
6378710,27386129,Entire home/apt,CENTRE,HILLHURST,7,5,3,2,108,1,51.057675,-114.093657,08:48.1
13785365,8413863,Entire home/apt,NORTH,HARVEST HILLS,6,5,10,3,46,1,51.143296,-114.057565,08:45.3
12782037,69552173,Entire home/apt,CENTRE,INGLEWOOD,0,,4,2,37,1,51.041069,-114.02993,08:40.8
6269908,872764,Entire home/apt,CENTRE,SUNNYSIDE,1,,4,1,78,2,51.055923,-114.080282,07:54.3
13915119,82568851,Entire home/apt,CENTRE,MISSION,1,,2,1,80,1,51.035665,-114.069944,07:51.9
13602898,35831749,Entire home/apt,WEST,SPRUCE CLIFF,0,,4,2,96,2,51.047954,-114.13274,07:13.4
6834495,35807078,Entire home/apt,CENTRE,RICHMOND,14,4.5,6,3,199,2,51.035607,-114.119507,39:10.1
13173319,73629054,Entire home/apt,CENTRE,HOUNSFIELD HEIGHTS/BRIAR HILL,3,5,6,2,114,2,51.059728,-114.097682,25:09.2
2175985,11098306,Entire home/apt,CENTRE,HILLHURST,6,4.5,4,2,157,5,51.058924,-114.094535,03:05.8
14013457,23251083,Entire home/apt,WEST,SPRUCE CLIFF,0,,4,2,76,1,51.042207,-114.136785,46:44.5
4388007,22781393,Entire home/apt,WEST,ROSSCARROCK,5,4.5,4,2,112,5,51.043339,-114.144888,03:59.5
767935,4041089,Entire home/apt,CENTRE,HILLHURST,7,4.5,14,5,640,1,51.049897,-114.09803,19:17.9
13914505,32781781,Entire home/apt,CENTRE,SHAGANAPPI,0,,6,2,149,3,51.039174,-114.122983,48:02.7
3325595,16789973,Entire home/apt,CENTRE,WEST HILLHURST,5,5,4,2,104,3,51.058294,-114.113882,20:07.0
13117374,70732381,Private room,CENTRE,TUXEDO PARK,1,,1,1,34,2,51.074436,-114.059366,31:48.0
1191181,6511614,Entire home/apt,CENTRE,SUNALTA,37,5,2,1,60,2,51.041302,-114.097776,31:46.5
14148583,75468592,Private room,SOUTH,WILLOW PARK,1,,2,1,16,1,50.964287,-114.0684,31:44.5
4839520,22067943,Entire home/apt,CENTRE,BELTLINE,3,,4,1,67,1,51.042521,-114.087558,57:15.8
13751007,2973223,Entire home/apt,CENTRE,UPPER MOUNT ROYAL,0,,2,1,132,3,51.034888,-114.082392,24:00.2
9027146,6017688,Entire home/apt,CENTRE,WEST HILLHURST,2,,6,3,180,5,51.055375,-114.115119,22:46.3
7705412,38297536,Entire home/apt,CENTRE,SUNNYSIDE,4,5,2,1,72,2,51.053643,-114.081158,55:01.9
5959963,29470800,Entire home/apt,CENTRE,HILLHURST,5,5,3,1,68,2,51.055223,-114.094431,48:41.3
5614616,28413707,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,5,5,2,1,100,4,51.050528,-114.078114,56:55.8
13605225,78709033,Entire home/apt,CENTRE,WEST HILLHURST,2,,6,3,119,1,51.053995,-114.108989,22:33.2
13928378,81831890,Entire home/apt,CENTRE,HILLHURST,1,,4,2,80,1,51.050176,-114.09221,18:09.5
9861474,50539267,Entire home/apt,CENTRE,GARRISON WOODS,0,,4,2,206,10,51.021274,-114.112708,07:24.3
3004051,12365039,Entire home/apt,CENTRE,CLIFF BUNGALOW,17,4,4,2,119,2,51.035295,-114.074885,43:45.4
11698203,62168184,Entire home/apt,CENTRE,ELBOW PARK,1,,5,3,119,4,51.024206,-114.081337,14:18.9
3300840,16670657,Entire home/apt,CENTRE,CLIFF BUNGALOW,31,5,4,2,200,4,51.036583,-114.075522,02:50.3
700294,3592429,Entire home/apt,CENTRE,ALYTH/BONNYBROOK,3,5,2,0,27,7,51.030146,-114.023027,06:42.0
13848720,81773821,Entire home/apt,CENTRE,BELTLINE,0,,2,1,240,1,51.041748,-114.059262,20:22.9
4241241,22007868,Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,16,4.5,4,2,79,1,51.04225,-113.994915,32:00.2
14612977,8642328,Entire home/apt,CENTRE,RENFREW,0,,2,2,118,,51.058372,-114.053955,53:35.4
13563930,60305553,Entire home/apt,CENTRE,CRESCENT HEIGHTS,4,4,5,2,121,1,51.057726,-114.05914,06:54.3
10942840,56740775,Entire home/apt,CENTRE,RENFREW,2,,3,1,89,3,51.063088,-114.050685,30:52.3
13486458,77255857,Entire home/apt,CENTRE,CRESCENT HEIGHTS,2,,6,4,260,3,51.063573,-114.069211,30:11.1
13812366,99088,Entire home/apt,CENTRE,TUXEDO PARK,0,,4,2,160,2,51.077507,-114.063494,38:38.9
13846045,78019357,Entire home/apt,CENTRE,GREENVIEW,0,,4,3,180,,51.09266,-114.054039,04:47.3
13633823,74678171,Entire home/apt,CENTRE,INGLEWOOD,5,5,4,0,71,1,51.042138,-114.034346,20:41.4
7363937,18263227,Entire home/apt,CENTRE,RENFREW,3,4.5,2,1,85,2,51.059237,-114.051319,28:48.8
13156099,71209758,Entire home/apt,CENTRE,BELTLINE,8,5,4,2,168,2,51.040742,-114.06038,50:49.9
8307282,18197342,Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,2,0,97,4,51.057279,-114.059146,04:05.1
13621812,12365039,Entire home/apt,CENTRE,RENFREW,1,,2,1,103,2,51.059212,-114.053003,59:58.2
13410797,45691223,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,3,2,119,,51.055596,-114.039595,11:00.4
9818948,50577300,Entire home/apt,CENTRE,CHINATOWN,2,,2,1,88,5,51.052913,-114.066607,13:38.6
13923616,25701705,Entire home/apt,CENTRE,CHINATOWN,0,,2,1,96,5,51.053361,-114.066917,44:45.6
11212969,58410302,Entire home/apt,CENTRE,CHINATOWN,0,,2,1,79,1,51.052098,-114.067429,37:13.4
13884474,82195493,Entire home/apt,CENTRE,BELTLINE,0,,3,2,219,3,51.038125,-114.05998,09:56.4
4481508,13818091,Entire home/apt,CENTRE,RAMSAY,26,5,5,3,79,7,51.036953,-114.043202,09:02.4
14030636,84009448,Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,5,5,4,2,40,1,51.043753,-113.998627,15:55.2
11302811,59080765,Entire home/apt,NORTHEAST,REDSTONE,2,,2,2,48,1,51.168926,-113.961194,31:38.7
5970556,30994570,Entire home/apt,CENTRE,RENFREW,44,5,4,1,70,1,51.055045,-114.030271,35:09.3
8704032,45692138,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,2,2,96,2,51.050841,-114.047966,34:21.3
13901199,21567309,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,5,5,4,1,53,2,51.054771,-114.044952,34:12.1
13431352,66221947,Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,0,,2,1,79,2,51.043962,-114.000367,15:10.3
