room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13559638,78118251,Shared room,CENTRE,BELTLINE,0,,1,1,412,1,51.040836,-114.060518,12:36.0
14444712,6210545,Shared room,NORTHWEST,CITADEL,0,,1,1,26,1,51.139381,-114.16756,52:07.9
9029677,41112148,Shared room,WEST,GLENBROOK,0,,1,1,48,7,51.021202,-114.150882,34:48.9
2684761,13742626,Shared room,CENTRE,SUNNYSIDE,0,,1,1,70,1,51.05705,-114.084659,31:42.6
8461821,44392790,Shared room,NORTHEAST,WHITEHORN,11,4,10,1,39,1,51.092382,-113.974733,27:07.5
8565560,22307794,Shared room,CENTRE,BRIDGELAND/RIVERSIDE,0,,1,1,32,1,51.051669,-114.041518,10:09.8
13251097,74528742,Shared room,SOUTH,SHAWNESSY,0,,1,1,23,10,50.91096,-114.07166,24:17.7
13046311,72126409,Shared room,SOUTH,HAYSBORO,0,,3,1,61,3,50.97537,-114.076413,52:56.8
6292642,32720220,Shared room,CENTRE,BELTLINE,0,,1,1,32,1,51.043065,-114.093871,17:33.8
8656138,40791210,Shared room,CENTRE,HIGHLAND PARK,0,,2,1,36,1,51.081863,-114.054804,53:00.2
14119528,85093105,Shared room,NORTHWEST,TUSCANY,0,,1,1,24,1,51.124482,-114.25245,05:55.9
8535592,44938274,Shared room,CENTRE,SHAGANAPPI,0,,1,1,72,1,51.041503,-114.129434,52:33.0
8596438,45239480,Shared room,CENTRE,DOWNTOWN EAST VILLAGE,0,,1,1,400,1,51.050347,-114.056722,16:19.2
12094060,56410737,Shared room,CENTRE,SUNALTA,0,,1,1,41,1,51.041725,-114.094867,12:09.6
8141285,29122642,Shared room,EAST,PENBROOKE MEADOWS,17,4.5,1,1,15,1,51.050313,-113.936757,00:22.5
13894423,82307916,Shared room,CENTRE,BELTLINE,0,,2,1,40,1,51.043285,-114.063401,18:07.2
6953491,36452905,Shared room,NORTHWEST,VARSITY,6,5,1,1,28,1,51.086906,-114.158129,20:36.4
12873350,70412272,Shared room,CENTRE,SOUTH CALGARY,0,,2,1,80,1,51.029443,-114.097833,36:51.7
6646314,19920220,Shared room,CENTRE,RENFREW,2,,1,1,31,1,51.058449,-114.054017,52:54.2
13618906,23662483,Shared room,SOUTHEAST,OGDEN,2,,1,1,18,1,50.983356,-114.008691,25:16.1
1259928,6856130,Shared room,EAST,FOREST LAWN,64,4.5,1,1,20,1,51.042363,-113.977709,33:06.5
9987616,49302742,Shared room,CENTRE,BELTLINE,10,4,1,1,20,1,51.039175,-114.062983,04:02.8
1641717,37852,Shared room,CENTRE,CAPITOL HILL,5,5,1,1,47,1,51.075676,-114.10466,36:58.1
11556759,61025204,Shared room,NORTHWEST,BRENTWOOD,6,4.5,1,1,23,1,51.107037,-114.137342,22:29.2
3272293,16545859,Shared room,CENTRE,CLIFF BUNGALOW,50,4.5,2,1,27,2,51.034352,-114.074091,40:05.9
10361302,39281329,Shared room,CENTRE,MISSION,8,5,3,1,28,1,51.030738,-114.066666,04:41.0
1196783,3807565,Entire home/apt,SOUTH,KINGSLAND,8,5,10,5,112,1,50.985398,-114.081255,56:34.0
7223509,27759580,Entire home/apt,SOUTH,SHAWNESSY,3,4.5,10,4,176,1,50.902627,-114.08013,04:26.7
5570061,28413707,Entire home/apt,SOUTH,OAKRIDGE,3,5,4,2,100,4,50.963163,-114.120892,18:03.9
13845324,79513859,Entire home/apt,SOUTH,WOODLANDS,0,,2,1,46,1,50.938556,-114.114049,21:23.3
7133290,37361945,Entire home/apt,SOUTH,CANYON MEADOWS,0,,5,3,88,1,50.947092,-114.084547,05:09.3
5660722,26265731,Entire home/apt,SOUTH,WOODBINE,1,,6,3,40,3,50.934397,-114.132593,14:57.2
6523846,34114570,Entire home/apt,SOUTH,SOMERSET,8,4.5,6,3,96,1,50.898967,-114.090899,19:10.8
14219612,25811605,Entire home/apt,CENTRE,ALTADORE,0,,4,2,68,1,51.011283,-114.109295,55:35.4
11439554,60116926,Entire home/apt,SOUTH,HAYSBORO,0,,4,4,64,7,50.974362,-114.078172,02:31.6
12807507,69807999,Entire home/apt,SOUTH,HAYSBORO,1,,4,2,55,1,50.967235,-114.08014,36:08.0
1673332,88211,Entire home/apt,CENTRE,ALTADORE,0,,9,5,215,5,51.010524,-114.103807,12:48.6
13311575,5696646,Entire home/apt,SOUTH,SOMERSET,0,,10,5,144,4,50.899063,-114.086122,45:26.1
13715611,80134001,Entire home/apt,CENTRE,MEADOWLARK PARK,0,,6,4,160,2,50.998365,-114.079985,06:35.7
13995474,67054072,Entire home/apt,CENTRE,BEL-AIRE,0,,4,2,280,1,50.999298,-114.09209,02:16.6
13584546,75823048,Entire home/apt,SOUTH,BRAESIDE,0,,6,3,152,6,50.953937,-114.109959,49:56.8
5479198,28413707,Entire home/apt,SOUTH,OAKRIDGE,8,5,4,2,100,4,50.964147,-114.12007,19:43.4
6639746,16545949,Entire home/apt,CENTRE,MEADOWLARK PARK,4,4.5,2,1,79,1,51.001062,-114.074932,25:37.6
1107944,6083282,Entire home/apt,SOUTH,BRAESIDE,8,5,6,3,160,3,50.959597,-114.104018,24:06.2
6045042,27759580,Entire home/apt,SOUTH,SOMERSET,11,5,6,2,88,1,50.902528,-114.081724,50:44.8
5328473,9534122,Entire home/apt,WEST,LAKEVIEW,0,,4,2,68,4,50.995668,-114.130197,13:17.9
13219383,38578532,Entire home/apt,SOUTH,SHAWNEE SLOPES,3,,8,4,192,,50.930521,-114.094804,56:48.6
3021449,225914,Entire home/apt,SOUTH,HAYSBORO,2,,4,2,136,2,50.968506,-114.078958,02:09.1
13574151,78296995,Entire home/apt,SOUTH,OAKRIDGE,1,,4,1,84,1,50.969751,-114.120211,27:51.0
11641987,61727422,Entire home/apt,SOUTH,SHAWNESSY,0,,6,3,188,15,50.90642,-114.086077,50:34.5
5571531,28413707,Entire home/apt,SOUTH,OAKRIDGE,3,4.5,4,2,116,5,50.969856,-114.121108,52:55.5
13158081,73469029,Entire home/apt,SOUTH,SOMERSET,0,,6,4,100,5,50.895474,-114.088634,56:19.2
13492570,77331173,Private room,NORTHWEST,EDGEMONT,4,5,3,1,60,1,51.137696,-114.144786,19:59.6
4512533,9508821,Private room,CENTRE,BANKVIEW,13,5,2,1,32,1,51.035209,-114.102718,19:56.0
3737260,19104105,Entire home/apt,CENTRE,BELTLINE,7,4,4,2,140,2,51.04228,-114.071964,19:54.8
7054285,36670744,Private room,CENTRE,RAMSAY,1,,2,1,44,1,51.039767,-114.043434,19:52.5
12138032,65159556,Entire home/apt,CENTRE,BELTLINE,9,5,5,2,100,1,51.041404,-114.091608,19:51.1
1879484,6688613,Private room,WEST,PATTERSON,6,4.5,2,1,41,2,51.056637,-114.167153,19:49.1
13700061,79583917,Private room,CENTRE,UPPER MOUNT ROYAL,3,5,2,1,40,1,51.035136,-114.092559,19:47.6
7125177,11524390,Entire home/apt,CENTRE,MISSION,2,,2,1,119,4,51.031989,-114.066011,19:46.3
12759402,8325239,Private room,CENTRE,BANFF TRAIL,1,,1,1,48,1,51.077089,-114.10852,19:39.1
2172987,11055148,Private room,NORTHEAST,SADDLE RIDGE,0,,2,1,39,3,51.127455,-113.937091,19:37.8
12917379,4383690,Private room,SOUTH,CANYON MEADOWS,0,,2,1,29,1,50.950257,-114.083129,19:34.0
13461319,23396768,Entire home/apt,CENTRE,BELTLINE,1,,6,2,128,1,51.042531,-114.087085,19:25.2
7397901,38760634,Private room,NORTHWEST,BOWNESS,76,5,2,1,53,1,51.084681,-114.177961,19:25.1
8538671,44953488,Entire home/apt,CENTRE,BELTLINE,3,5,4,2,132,3,51.038782,-114.061635,19:20.7
13980617,82956107,Private room,SOUTHEAST,MCKENZIE TOWNE,0,,2,1,76,2,50.91444,-113.966496,19:12.3
13445203,776729,Entire home/apt,CENTRE,HILLHURST,1,,3,3,160,3,51.054839,-114.087699,19:06.3
51829,238951,Entire home/apt,CENTRE,CRESCENT HEIGHTS,3,5,4,1,100,7,51.052753,-114.056735,19:04.3
11165451,58081693,Entire home/apt,SOUTH,BRIDLEWOOD,11,5,8,4,180,2,50.896703,-114.09759,19:00.3
5857578,28413707,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,2,,4,2,112,4,51.049844,-114.078554,18:49.7
13302092,70732381,Private room,CENTRE,HIGHLAND PARK,0,,2,1,36,2,51.090821,-114.062864,18:42.7
13543356,49370547,Private room,CENTRE,KILLARNEY/GLENGARRY,7,5,2,1,44,1,51.033317,-114.13499,18:24.5
14553677,66745665,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,0,,4,1,121,1,51.046401,-114.053349,18:23.7
9664589,48099511,Private room,EAST,FOREST LAWN,0,,2,1,71,1,51.040196,-113.972531,18:22.2
12629054,37029649,Private room,CENTRE,SOUTH CALGARY,0,,2,1,36,,51.026961,-114.097327,18:18.8
13885564,81018254,Private room,SOUTH,SHAWNESSY,0,,2,1,47,1,50.911496,-114.091458,17:55.2
9074851,47328994,Private room,NORTHEAST,WHITEHORN,1,,2,1,32,1,51.08894,-113.978903,17:44.2
13397379,76227931,Private room,CENTRE,GARRISON WOODS,9,5,4,1,80,1,51.021635,-114.11669,17:42.0
13551106,73095887,Entire home/apt,CENTRE,SUNNYSIDE,4,5,3,2,79,1,51.05428,-114.079353,17:38.4
5271762,4443618,Private room,CENTRE,BANKVIEW,10,5,2,1,44,1,51.031213,-114.09779,17:30.7
8068527,42616920,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,140,1,51.047008,-114.080456,17:29.4
14397119,88375730,Private room,CENTRE,MOUNT PLEASANT,0,,2,1,31,2,51.070254,-114.067607,17:13.6
13620263,48406214,Private room,CENTRE,BELTLINE,7,5,2,1,47,1,51.041239,-114.090202,17:08.8
11306643,59113114,Private room,SOUTHEAST,MCKENZIE TOWNE,1,,2,1,44,1,50.922875,-113.964503,17:08.4
6197854,9306659,Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,2,0,236,1,51.058433,-114.056421,17:01.4
3256922,9217989,Entire home/apt,CENTRE,MISSION,8,5,2,1,79,1,51.029512,-114.066437,16:59.3
13310051,5883350,Entire home/apt,CENTRE,SUNNYSIDE,0,,4,2,121,1,51.054715,-114.081662,16:58.2
5911950,30703568,Entire home/apt,CENTRE,BELTLINE,39,5,5,2,119,2,51.037832,-114.072137,16:55.9
12232228,19537874,Private room,CENTRE,BANFF TRAIL,5,4,1,1,32,2,51.077003,-114.12006,16:46.9
9531354,3033683,Entire home/apt,CENTRE,BELTLINE,0,,2,1,80,2,51.04019,-114.061236,16:35.7
6029974,21849113,Private room,SOUTH,EVERGREEN,16,5,2,1,28,2,50.915453,-114.11099,16:32.9
11400726,11475975,Private room,SOUTH,FAIRVIEW,24,5,3,1,32,1,50.981821,-114.052812,16:32.2
13468383,65987359,Private room,SOUTH,SILVERADO,0,,2,1,40,1,50.88613,-114.08296,16:24.5
3540044,6502716,Private room,CENTRE,PARKHILL,6,5,4,1,56,1,51.020433,-114.065786,16:22.9
10236460,52611622,Private room,WEST,GLENBROOK,10,4.5,1,1,24,2,51.030163,-114.157263,16:20.7
10156997,49380968,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,4,2,76,3,51.04878,-114.056198,16:17.1
6223162,12298383,Entire home/apt,CENTRE,RENFREW,1,,5,2,100,4,51.058484,-114.053235,16:16.8
14011333,73665007,Private room,SOUTH,CHAPARRAL,0,,2,1,55,1,50.886821,-114.035793,16:14.5
8309525,15791550,Entire home/apt,CENTRE,BELTLINE,0,,4,2,261,1,51.039646,-114.067669,16:07.3
14383318,88310373,Entire home/apt,CENTRE,BELTLINE,0,,2,1,79,3,51.040171,-114.059516,15:51.4
6659832,12365039,Entire home/apt,CENTRE,BELTLINE,3,4.5,4,2,119,2,51.038707,-114.061965,15:43.2
13655862,79328019,Entire home/apt,CENTRE,CHINATOWN,1,,2,1,61,,51.050725,-114.060854,15:41.8
1988345,10254437,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,121,4.5,4,1,63,1,51.049025,-114.074721,15:40.7
12887517,12365039,Entire home/apt,CENTRE,BELTLINE,1,,2,1,103,2,51.039437,-114.059416,15:37.5
10833325,20215387,Private room,CENTRE,INGLEWOOD,8,4.5,2,1,32,1,51.042355,-114.021661,15:34.8
6601151,28413707,Entire home/apt,CENTRE,EAU CLAIRE,0,,2,1,100,4,51.051112,-114.076817,15:34.5
564500,2775727,Entire home/apt,CENTRE,LOWER MOUNT ROYAL,83,5,3,2,121,2,51.036912,-114.08928,15:27.0
606603,1407573,Entire home/apt,CENTRE,UPPER MOUNT ROYAL,26,5,2,1,57,4,51.035853,-114.089612,15:23.6
8309432,43809295,Private room,CENTRE,DOWNTOWN WEST END,0,,1,1,96,5,51.04746,-114.087201,15:01.3
12073052,53221101,Entire home/apt,CENTRE,MOUNT PLEASANT,4,5,5,2,71,2,51.069192,-114.083379,14:59.9
11963826,27497225,Private room,CENTRE,CRESCENT HEIGHTS,16,5,2,1,32,1,51.053795,-114.057187,14:51.4
6645466,34784427,Entire home/apt,CENTRE,BELTLINE,1,,2,1,200,3,51.03933,-114.061153,14:48.3
4532810,21063320,Entire home/apt,SOUTHEAST,RIVERBEND,0,,1,1,68,3,50.976173,-114.001599,14:45.7
12571334,66820635,Entire home/apt,CENTRE,ERLTON,8,4.5,10,4,128,3,51.029281,-114.061663,14:42.3
13249188,74498162,Private room,NORTH,HUNTINGTON HILLS,0,,1,1,27,1,51.114007,-114.052144,14:39.6
9694219,1736701,Entire home/apt,CENTRE,PARKHILL,1,,5,2,121,3,51.022306,-114.060619,14:35.7
6305458,32798295,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,9,4.5,4,1,71,3,51.046881,-114.059782,14:30.3
11773128,62674089,Entire home/apt,CENTRE,MISSION,2,,7,5,280,2,51.032188,-114.065712,14:30.1
10682046,55180186,Private room,CENTRE,ALTADORE,0,,1,1,62,1,51.023171,-114.111935,14:20.8
7205185,37727247,Private room,SOUTHEAST,OGDEN,0,,2,1,48,1,50.997746,-114.018543,14:17.3
7917085,41746379,Entire home/apt,WEST,GLAMORGAN,15,5,2,0,57,2,51.015392,-114.141974,14:16.9
5957137,549706,Entire home/apt,CENTRE,SUNNYSIDE,74,5,2,1,55,1,51.056512,-114.082212,14:07.2
5988034,30548691,Private room,CENTRE,MISSION,25,4.5,2,1,47,1,51.029878,-114.064966,14:04.4
10068549,51665905,Private room,SOUTH,CHAPARRAL,0,,1,1,62,1,50.881384,-114.017965,13:55.0
13064303,31480482,Entire home/apt,WEST,PATTERSON,5,4,4,2,96,4,51.057755,-114.165242,13:44.6
12542577,3551245,Private room,NORTHWEST,SCENIC ACRES,4,5,4,1,68,1,51.126764,-114.226161,13:41.1
10838845,19407721,Private room,CENTRE,RICHMOND,1,,2,1,96,2,51.037077,-114.107767,13:41.1
5941133,3451238,Private room,CENTRE,CAPITOL HILL,1,,2,1,36,1,51.072422,-114.097486,13:35.3
7663919,40206324,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,1,1,143,2,51.048442,-114.073333,13:21.3
10964740,203546,Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,1,0,103,1,51.062559,-114.062319,13:14.3
5537246,28713532,Entire home/apt,CENTRE,WEST HILLHURST,18,5,4,2,60,1,51.053956,-114.112945,13:11.3
257628,1355829,Private room,NORTHWEST,CHARLESWOOD,6,5,2,1,40,2,51.081564,-114.118656,12:58.4
13618476,776729,Private room,CENTRE,HILLHURST,0,,1,1,60,3,51.055093,-114.089632,12:54.3
13224109,74210767,Entire home/apt,NORTH,SAGE HILL,6,5,4,2,79,1,51.169427,-114.135314,12:48.5
14486367,89368374,Private room,NORTHEAST,SADDLE RIDGE,1,,2,1,34,1,51.138655,-113.930972,12:45.2
10940179,11421554,Entire home/apt,CENTRE,BELTLINE,19,5,4,2,111,,51.040102,-114.058884,12:38.4
7916378,41485710,Private room,NORTHWEST,EDGEMONT,13,5,2,1,36,1,51.13631,-114.151167,12:33.4
9337420,48456801,Entire home/apt,CENTRE,BELTLINE,1,,2,1,127,2,51.042953,-114.06967,12:30.3
14341872,2430974,Private room,CENTRE,CAMBRIAN HEIGHTS,2,,2,1,60,1,51.088675,-114.093462,12:26.4
14048530,81492586,Entire home/apt,NORTHWEST,EDGEMONT,0,,2,1,44,7,51.126249,-114.13504,12:23.4
8091316,40742160,Entire home/apt,CENTRE,CLIFF BUNGALOW,5,5,4,2,61,1,51.033627,-114.074966,12:21.8
8889307,46510579,Private room,NORTHEAST,TARADALE,0,,2,1,32,1,51.119233,-113.941177,12:15.4
8500142,44759909,Private room,CENTRE,BELTLINE,29,5,2,1,52,2,51.04094,-114.058543,12:09.8
13025742,71944850,Entire home/apt,CENTRE,PARKDALE,1,,7,4,261,3,51.060849,-114.133726,11:57.4
12112829,44584330,Private room,WEST,ROSSCARROCK,4,5,2,1,25,1,51.040529,-114.149304,11:50.8
184701,885992,Private room,CENTRE,BANKVIEW,1,,4,1,101,3,51.030994,-114.095264,11:46.8
3251078,14520053,Entire home/apt,CENTRE,BELTLINE,35,4.5,2,1,65,2,51.041039,-114.072112,11:44.1
13724571,26442161,Private room,EAST,DOVER,2,,2,1,53,1,51.030523,-113.98397,11:43.5
9316136,43219513,Private room,SOUTH,ACADIA,11,4.5,2,1,31,2,50.977969,-114.066546,11:41.8
10503276,48375377,Entire home/apt,CENTRE,BELTLINE,23,5,3,2,88,2,51.038605,-114.080467,11:40.6
7071514,37076495,Private room,CENTRE,BELTLINE,56,5,2,1,39,1,51.040357,-114.070283,11:38.6
7130494,37344881,Private room,CENTRE,TUXEDO PARK,20,5,4,1,40,2,51.078331,-114.058572,11:36.0
7108546,25007617,Private room,WEST,CURRIE BARRACKS,6,4.5,2,1,60,1,51.019052,-114.131391,11:33.8
12435655,67109749,Entire home/apt,NORTHWEST,CITADEL,3,4.5,2,2,48,2,51.148578,-114.188259,11:27.9
7007112,36611768,Private room,CENTRE,BELTLINE,0,,2,1,64,5,51.040796,-114.08647,11:24.7
3350085,15098587,Private room,NORTHWEST,CHARLESWOOD,5,5,2,1,41,1,51.096737,-114.118477,11:20.1
6800725,32269592,Private room,CENTRE,CRESCENT HEIGHTS,12,5,2,1,39,1,51.055561,-114.053572,11:14.2
7193206,27857738,Entire home/apt,CENTRE,MANCHESTER,5,5,4,2,96,1,51.003863,-114.070246,11:12.8
9350555,21139279,Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,19,5,4,1,56,1,51.025794,-114.132395,11:10.7
6958923,36490230,Entire home/apt,CENTRE,BELTLINE,2,,4,2,160,1,51.040675,-114.060682,10:58.4
8924597,46667762,Entire home/apt,CENTRE,BELTLINE,52,5,2,1,109,1,51.041716,-114.078101,10:57.1
13454624,76872765,Entire home/apt,CENTRE,BANFF TRAIL,7,3.5,4,2,60,2,51.075899,-114.115258,10:56.9
1892587,9837461,Entire home/apt,CENTRE,BELTLINE,53,4.5,4,2,95,2,51.042181,-114.076043,10:55.3
3206936,8269322,Entire home/apt,CENTRE,RAMSAY,4,4,3,2,140,1,51.03661,-114.039397,10:54.2
8699818,45672486,Private room,CENTRE,INGLEWOOD,0,,2,1,64,2,51.042523,-114.018385,10:50.1
1868691,9649108,Entire home/apt,CENTRE,MISSION,19,4.5,5,2,320,3,51.029681,-114.064913,10:48.0
13480594,77186030,Entire home/apt,CENTRE,CLIFF BUNGALOW,6,5,2,1,63,1,51.034894,-114.073379,10:43.8
3457677,17425122,Entire home/apt,NORTHWEST,BRENTWOOD,30,4.5,5,2,67,2,51.086445,-114.129323,10:38.5
5756390,29861661,Entire home/apt,CENTRE,HILLHURST,12,5,4,2,118,3,51.0507,-114.092708,10:34.6
10157377,49380968,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,1,,1,1,64,3,51.048911,-114.056495,10:30.7
13781775,12904437,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,2,,2,1,75,1,51.044785,-114.082955,10:07.7
6911822,11265659,Private room,CENTRE,SUNNYSIDE,2,,2,1,71,1,51.059589,-114.077565,10:03.2
13154188,30642930,Entire home/apt,NORTHWEST,CHARLESWOOD,9,4.5,2,0,63,2,51.091861,-114.112228,09:47.4
13848691,81773425,Entire home/apt,CENTRE,BANKVIEW,0,,2,1,55,1,51.035661,-114.096076,09:38.2
3628069,18277523,Entire home/apt,NORTH,KINCORA,4,5,12,4,236,3,51.155453,-114.127992,08:41.7
10366236,53277045,Entire home/apt,NORTHWEST,ARBOUR LAKE,9,5,2,1,53,1,51.13958,-114.199448,08:36.9
833823,4362767,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,42,5,2,1,85,2,51.055281,-114.041174,07:39.4
1542176,8219946,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,54,5,2,1,82,3,51.051465,-114.042477,07:24.8
8113755,38760634,Entire home/apt,CENTRE,HILLHURST,112,5,3,2,72,1,51.057899,-114.095962,07:08.9
13261001,55422210,Entire home/apt,CENTRE,BELTLINE,0,,3,1,361,3,51.042244,-114.053099,07:08.8
14359177,88035579,Entire home/apt,SOUTHEAST,DOUGLASDALE/GLEN,0,,5,1,136,1,50.953071,-114.016225,06:48.2
5083821,20356541,Entire home/apt,SOUTH,PALLISER,6,4.5,4,1,99,2,50.971321,-114.116112,52:44.7
13640819,79140351,Entire home/apt,SOUTH,BRAESIDE,0,,3,2,100,1,50.952559,-114.114103,33:27.1
6938714,35786468,Entire home/apt,WEST,NORTH GLENMORE PARK,2,,4,2,128,1,51.000845,-114.11099,27:53.4
6015080,7249284,Entire home/apt,SOUTH,BRAESIDE,24,4.5,8,5,151,1,50.952287,-114.098277,33:40.4
4454343,1581105,Entire home/apt,SOUTH,MILLRISE,0,,6,4,75,7,50.914203,-114.075063,48:39.1
13879587,12728340,Entire home/apt,WEST,LINCOLN PARK,1,,4,2,76,2,51.007718,-114.129932,35:12.5
13788528,51376877,Entire home/apt,SOUTH,CANYON MEADOWS,0,,6,2,100,5,50.939996,-114.075935,11:20.2
12781451,6817425,Entire home/apt,WEST,NORTH GLENMORE PARK,11,5,2,1,48,1,51.004668,-114.117611,45:44.5
14449989,4151556,Entire home/apt,SOUTH,HAYSBORO,0,,4,2,121,7,50.974769,-114.074688,23:02.1
13632330,6904863,Entire home/apt,SOUTH,HAYSBORO,4,4,5,3,59,2,50.970872,-114.084852,24:54.5
7366002,30989533,Entire home/apt,SOUTH,WOODLANDS,0,,8,3,285,1,50.940376,-114.102555,20:09.1
13437064,76669974,Entire home/apt,SOUTH,SILVERADO,3,4.5,5,3,80,1,50.886566,-114.077021,26:22.8
13657170,79344978,Entire home/apt,SOUTH,BRIDLEWOOD,0,,3,1,108,2,50.905021,-114.117703,35:05.8
12971743,25535675,Entire home/apt,SOUTH,KINGSLAND,1,,4,1,44,1,50.983832,-114.075563,29:27.9
13831881,55291191,Entire home/apt,WEST,GARRISON GREEN,1,,3,1,60,2,51.002652,-114.120593,53:06.1
13524800,11152386,Entire home/apt,SOUTH,SOUTHWOOD,2,,5,1,52,2,50.959905,-114.087872,27:12.1
3686394,2803707,Entire home/apt,SOUTH,CEDARBRAE,2,,4,2,64,3,50.958007,-114.140741,57:43.8
11532720,31938253,Entire home/apt,SOUTH,CANYON MEADOWS,2,,4,2,96,2,50.936897,-114.077082,35:06.1
12836373,69807999,Entire home/apt,SOUTH,HAYSBORO,5,4.5,4,2,55,1,50.965988,-114.079176,01:28.1
6421998,3220264,Entire home/apt,SOUTH,PALLISER,20,4.5,3,1,41,3,50.961653,-114.108259,39:38.2
13698350,79880831,Entire home/apt,SOUTH,SILVERADO,1,,6,3,160,,50.887106,-114.080558,41:08.4
7093034,27759580,Entire home/apt,SOUTH,SHAWNESSY,6,5,4,1,72,1,50.903485,-114.081951,15:26.8
7903120,41673651,Entire home/apt,SOUTH,BRIDLEWOOD,23,4.5,5,1,43,1,50.898739,-114.111879,22:48.0
13109116,72869923,Entire home/apt,SOUTH,BRIDLEWOOD,17,5,5,3,71,2,50.899311,-114.098066,26:18.4
4816887,21849113,Entire home/apt,SOUTH,EVERGREEN,21,5,2,1,40,,50.916178,-114.11178,59:48.8
6601787,34538243,Entire home/apt,SOUTH,WOODBINE,4,4.5,10,5,200,3,50.941748,-114.121705,02:17.2
13830135,39472436,Entire home/apt,SOUTH,CEDARBRAE,12,5,4,1,48,1,50.95471,-114.131038,59:39.5
12113415,64970541,Entire home/apt,SOUTH,HAYSBORO,0,,3,2,121,1,50.978916,-114.0719,23:46.8
13825114,81314048,Entire home/apt,SOUTH,HAYSBORO,0,,3,1,72,3,50.973303,-114.073842,46:20.7
6225543,32287388,Entire home/apt,SOUTH,LEGACY,6,5,5,3,148,1,50.859899,-114.011444,37:44.2
12268155,62303911,Entire home/apt,SOUTH,SOMERSET,0,,4,2,64,1,50.900419,-114.069571,01:19.3
6503878,33865218,Entire home/apt,SOUTH,ACADIA,0,,2,2,53,1,50.96705,-114.043372,31:06.9
6467389,27154086,Entire home/apt,SOUTHEAST,COPPERFIELD,6,5,6,4,192,2,50.916671,-113.923275,39:30.0
5013131,25855775,Entire home/apt,SOUTHEAST,COPPERFIELD,0,,4,2,68,1,50.924337,-113.929426,27:35.6
2629157,1983508,Entire home/apt,SOUTH,DEER RUN,3,4,4,3,104,1,50.921403,-113.999541,29:08.0
3506476,17655460,Entire home/apt,SOUTHEAST,MCKENZIE TOWNE,0,,3,1,79,1,50.924415,-113.967107,20:13.8
5015182,25815823,Entire home/apt,SOUTH,WILLOW PARK,2,,4,3,30,4,50.960362,-114.063268,35:02.8
12812690,10475325,Entire home/apt,CENTRE,ELBOYA,0,,4,2,80,1,51.00892,-114.071394,50:15.6
10281405,23578299,Entire home/apt,SOUTH,ACADIA,0,,6,1,160,1,50.965589,-114.04251,09:01.6
13478558,48099712,Entire home/apt,SOUTH,MIDNAPORE,2,,4,2,76,2,50.917571,-114.065138,17:10.0
13349068,75665126,Entire home/apt,SOUTH,MILLRISE,9,5,6,2,96,,50.917008,-114.073036,26:38.9
8650757,34389413,Entire home/apt,SOUTH,LAKE BONAVISTA,0,,4,2,160,1,50.948784,-114.068957,34:14.9
13530843,77782254,Entire home/apt,SOUTH,CANYON MEADOWS,0,,9,4,280,1,50.933057,-114.072532,38:38.8
13047498,72206507,Entire home/apt,SOUTH,LAKE BONAVISTA,0,,2,1,79,1,50.946246,-114.068635,13:00.8
13359613,48099712,Entire home/apt,SOUTH,MIDNAPORE,4,4.5,4,2,79,1,50.917431,-114.065083,14:32.5
13787534,80994246,Entire home/apt,CENTRE,MANCHESTER,2,,5,2,160,1,51.002928,-114.06865,41:01.2
10157601,51353816,Entire home/apt,SOUTH,SUNDANCE,0,,5,3,121,1,50.895034,-114.043994,18:38.7
222034,885992,Entire home/apt,SOUTH,SILVERADO,1,,6,3,241,3,50.884223,-114.071727,50:22.9
6896687,3034573,Entire home/apt,CENTRE,MANCHESTER,0,,4,2,172,1,51.002697,-114.07084,59:46.1
13885462,78373390,Entire home/apt,SOUTH,CANYON MEADOWS,0,,5,0,384,2,50.93372,-114.072506,08:58.8
13783835,80923647,Entire home/apt,SOUTH,HAYSBORO,0,,4,2,143,6,50.97418,-114.073237,36:40.0
4038209,9534122,Entire home/apt,SOUTHEAST,MCKENZIE TOWNE,7,5,8,3,79,4,50.913617,-113.968834,17:17.0
8634652,16357447,Entire home/apt,SOUTH,HAYSBORO,0,,2,1,160,3,50.973882,-114.072967,26:29.4
1562505,8158925,Entire home/apt,SOUTHEAST,CRANSTON,3,4.5,4,2,143,3,50.875507,-113.966767,25:57.8
